"","Patent.Number...Numéro.du.brevet","Agent.Type.Code...Code.du.type.d.agent","Applicant.Type.Code...Code.du.type.de.demandeur","Interested.Party.Type.Code...Code.du.type.de.partie.intéressée","Interested.Party.Type...Type.de.partie.intéressée","Owner.Enable.Date...Date.d.activation.par.le.propriétaire","Ownership.End.date...Date.de.désactivation.par.le.propriétaire","Party.Name...Nom.de.la.partie","Party.Address.Line.1...Ligne.1.de.l.adresse.de.la.partie","Party.Address.Line.2...Ligne.2.de.l.adresse.de.la.partie","Party.Address.Line.3...Ligne.3.de.l.adresse.de.la.partie","Party.Address.Line.4...Ligne.4.de.l.adresse.de.la.partie","Party.Address.Line.5...Ligne.5.de.l.adresse.de.la.partie","Party.City...Ville.de.la.partie","Party.Province.Code...Code.de.la.province.de.la.partie","Party.Province...Étiquette.de.la.province.de.la.partie","Party.Postal.Code...Code.postal.de.la.partie","Party.Country.Code...Code.du.pays.de.la.partie","Party.Country...Pays.de.la.partie","Filing.Date...Date.de.dépôt","Grant.Date...Date.de.l.octroi","Application.Status.Code...Code.du.statut.de.la.demande","Application.Type.Code...Code.du.type.de.la.demande","Application.Patent.Title.English...Demande.Titre.anglais.du.brevet","Application.Patent.Title.French...Demande.Titre.français.du.brevet","Bibliographic.File.Extract.Date...Date.d.extraction.du.fichier.bibliographique","Country.of.Publication.Code...Code.du.pays.de.publication","Document.Kind.Type...Genre.du.type.de.document","Examination.Request.Date...Date.de.la.demande.d.examen","Filing.Country.Code...Code.du.pays.de.dépôt","Language.of.Filing.Code...Langue.du.dépôt.de.la.demande","License.For.Sale.Indicator...Indicateur.de.la.licence.de.vente","PCT.Application.Number...Numéro.de.demande.du.TCMB","PCT.Publication.Number...Numéro.de.publication.du.TCMB","PCT.Publication.Date...Date.de.publication.du.TCMB","Parent.Application.Number...Numéro.de.la.demande.principale","PCT.Article.22.39.fulfilled.Date...Date.d.accomplissement.des.articles.22.à.29.du.TCMB","PCT.Section.371.Date...Date.de.l.article.371.du.TCMB","PCT.Publication.Country.Code...Code.du.pays.de.publication.du.TCMB","Publication.Kind.Type...Genre.de.type.de.publication","Printed.as.Amended.Country.Code...Code.du.pays.de.la.demande.imprimée.après.modification","Country"
"351560","2951848","-2","APPLICANT","APPL","Applicant","NULL","NULL","EDDYFI NDT INC.","100-2800 Louis-Lumière St","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1P 0A4","CA","Canada",2016-12-14,"NULL","ER","NON-PCT","PULSED EDDY CURRENT TESTING WITH DUAL-PURPOSE COILS","TEST DE COURANT DE FOUCAULT PULSE AU MOYEN DE BOBINES DOUBLE FONCTION","2022-04-18","CA","A1","2021-11-19","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"351562","2951848","-2","-2","OWNR","Owner","2022-04-11","NULL","EDDYFI CANADA INC.","3524 RUE PIERRE-ARDOUIN","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1P 0B3","CA","Canada",2016-12-14,"NULL","ER","NON-PCT","PULSED EDDY CURRENT TESTING WITH DUAL-PURPOSE COILS","TEST DE COURANT DE FOUCAULT PULSE AU MOYEN DE BOBINES DOUBLE FONCTION","2022-04-18","CA","A1","2021-11-19","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"351566","2951848","-2","-2","OWNR","Owner","2016-12-14","2022-04-11","EDDYFI NDT INC.","100-2800 Louis-Lumière St","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1P 0A4","CA","Canada",2016-12-14,"NULL","ER","NON-PCT","PULSED EDDY CURRENT TESTING WITH DUAL-PURPOSE COILS","TEST DE COURANT DE FOUCAULT PULSE AU MOYEN DE BOBINES DOUBLE FONCTION","2022-04-18","CA","A1","2021-11-19","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"351579","2951857","-2","APPLICANT","APPL","Applicant","NULL","NULL","ECOLE DE TECHNOLOGIE SUPERIEURE","1100 Notre-Dame Ouest","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3C 1K3","CA","Canada",2016-12-16,"NULL","ER","NON-PCT","AN ELECTROMECHANICALLY ACTUATED CONTINUOUSLY VARIABLE TRANSMISSION SYSTEM AND METHOD OF CONTROLLING THEREOF","UN SYSTEME DE TRANSMISSION VARIABLE EN CONTINU ACTIONNE ELECTROMECANIQUEMENT ET METHODE DE COMMANDE ASSOCIEE","2022-01-17","CA","A1","2021-11-11","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"351582","2951857","-2","-2","OWNR","Owner","2016-12-16","NULL","ECOLE DE TECHNOLOGIE SUPERIEURE","1100 Notre-Dame Ouest","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3C 1K3","CA","Canada",2016-12-16,"NULL","ER","NON-PCT","AN ELECTROMECHANICALLY ACTUATED CONTINUOUSLY VARIABLE TRANSMISSION SYSTEM AND METHOD OF CONTROLLING THEREOF","UN SYSTEME DE TRANSMISSION VARIABLE EN CONTINU ACTIONNE ELECTROMECANIQUEMENT ET METHODE DE COMMANDE ASSOCIEE","2022-01-17","CA","A1","2021-11-11","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"351733","2951979","-2","-2","OWNR","Owner","2015-06-23","NULL","BOMBARDIER INC.","400 Cote Vertu Road West","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2015-06-23,"NULL","AL","PCT","METHODS AND APPARATUS FOR ASSISTING IN THE MAINTENANCE OF AIRCRAFT AND OTHER MOBILE PLATFORMS USING OCCURRENCE PROBABILITIES OF POTENTIAL CAUSES OF A DETECTED EVENT","PROCEDES ET APPAREIL D'AIDE A LA MAINTENANCE D'AERONEF ET D'AUTRES PLATES-FORMES MOBILES AU MOYEN DE PROBABILITES D'OCCURRENCE DE CAUSES POTENTIELLES D'UN EVENEMENT DETECTE","2022-06-20","CA","A1","2020-06-23","IB","EN"," 0","PCT/IB2015/054693","WO2015/198216","2015-12-30","NULL","2016-12-12","2015-06-23","WO","A1","CA","CA"
"351735","2951979","-2","APPLICANT","APPL","Applicant","NULL","NULL","BOMBARDIER INC.","400 Cote Vertu Road West","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2015-06-23,"NULL","AL","PCT","METHODS AND APPARATUS FOR ASSISTING IN THE MAINTENANCE OF AIRCRAFT AND OTHER MOBILE PLATFORMS USING OCCURRENCE PROBABILITIES OF POTENTIAL CAUSES OF A DETECTED EVENT","PROCEDES ET APPAREIL D'AIDE A LA MAINTENANCE D'AERONEF ET D'AUTRES PLATES-FORMES MOBILES AU MOYEN DE PROBABILITES D'OCCURRENCE DE CAUSES POTENTIELLES D'UN EVENEMENT DETECTE","2022-06-20","CA","A1","2020-06-23","IB","EN"," 0","PCT/IB2015/054693","WO2015/198216","2015-12-30","NULL","2016-12-12","2015-06-23","WO","A1","CA","CA"
"351744","2951985","-2","-2","OWNR","Owner","2015-06-23","NULL","BOMBARDIER INC.","400 Cote Vertu Road West","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2015-06-23," 2022-03-22","GR","PCT","METHODS AND APPARATUS FOR ASSISTING IN THE MAINTENANCE OF AIRCRAFT AND OTHER MOBILE PLATFORMS","PROCEDES ET APPAREIL D'AIDE A LA MAINTENANCE D'UN AERONEF ET D'AUTRES PLATES-FORMES MOBILES","2022-06-20","CA","C","2020-06-23","IB","EN"," 0","PCT/IB2015/054690","WO2015/198213","2015-12-30","NULL","2016-12-12","2015-06-23","WO","C","CA","CA"
"351745","2951985","-2","APPLICANT","APPL","Applicant","NULL","NULL","BOMBARDIER INC.","400 Cote Vertu Road West","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2015-06-23," 2022-03-22","GR","PCT","METHODS AND APPARATUS FOR ASSISTING IN THE MAINTENANCE OF AIRCRAFT AND OTHER MOBILE PLATFORMS","PROCEDES ET APPAREIL D'AIDE A LA MAINTENANCE D'UN AERONEF ET D'AUTRES PLATES-FORMES MOBILES","2022-06-20","CA","C","2020-06-23","IB","EN"," 0","PCT/IB2015/054690","WO2015/198213","2015-12-30","NULL","2016-12-12","2015-06-23","WO","C","CA","CA"
"351913","2952107","-2","APPLICANT","APPL","Applicant","NULL","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2016-12-15,"NULL","ER","NON-PCT","COOLED CONTAINMENT CASE USING INTERNAL PLENUM","BOITIER DE CONFINEMENT REFROIDI EMPLOYANT LE VIDE INTERNE","2022-01-17","CA","A1","2021-11-09","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"351916","2952107","-2","-2","OWNR","Owner","2016-12-15","NULL","PRATT & WHITNEY CANADA CORP.","1000 MARIE-VICTORIN","(01BE5)","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4G 1A1","CA","Canada",2016-12-15,"NULL","ER","NON-PCT","COOLED CONTAINMENT CASE USING INTERNAL PLENUM","BOITIER DE CONFINEMENT REFROIDI EMPLOYANT LE VIDE INTERNE","2022-01-17","CA","A1","2021-11-09","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"351942","2952126","-2","APPLICANT","APPL","Applicant","NULL","NULL","9208-7170 QUEBEC INC.","12134 AVENUE L'ARCHEVEQUE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H1H 3C1","CA","Canada",2016-12-15," 2022-08-09","GR","NON-PCT","METHOD OF MANUFACTURING A DRAINAGE BASE TRAY FOR A SHOWER, AND SHOWER DRAINAGE BASE TRAY RESULTING THEREFROM","METHODE DE FABRICATION D'UN PLATEAU DE BASE DE DRAIN DE DOUCHE ET PLATEAU DE BASE DE DRAIN DE DOUCHE PRODUIT SELON LADITE METHODE","2022-08-15","CA","C","2021-07-15","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"351943","2952126","-2","-2","OWNR","Owner","2016-12-15","NULL","9208-7170 QUEBEC INC.","12134 AVENUE L'ARCHEVEQUE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H1H 3C1","CA","Canada",2016-12-15," 2022-08-09","GR","NON-PCT","METHOD OF MANUFACTURING A DRAINAGE BASE TRAY FOR A SHOWER, AND SHOWER DRAINAGE BASE TRAY RESULTING THEREFROM","METHODE DE FABRICATION D'UN PLATEAU DE BASE DE DRAIN DE DOUCHE ET PLATEAU DE BASE DE DRAIN DE DOUCHE PRODUIT SELON LADITE METHODE","2022-08-15","CA","C","2021-07-15","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"351966","2952137","-2","-2","OWNR","Owner","2016-12-16","NULL","SPORT MASKA INC.","3400 Raymond-Lasnier Street","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4R 3L3","CA","Canada",2016-12-16," 2021-06-15","GR","NON-PCT","HELMET WITH FACEMASK ADJUSTMENT MECHANISM","CASQUE DOTE D'UN MECANISME D'AJUSTEMENT DE MASQUE FACIAL","2022-01-17","CA","C","2016-12-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"351972","2952137","-2","APPLICANT","APPL","Applicant","NULL","NULL","SPORT MASKA INC.","3400 Raymond-Lasnier Street","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4R 3L3","CA","Canada",2016-12-16," 2021-06-15","GR","NON-PCT","HELMET WITH FACEMASK ADJUSTMENT MECHANISM","CASQUE DOTE D'UN MECANISME D'AJUSTEMENT DE MASQUE FACIAL","2022-01-17","CA","C","2016-12-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"352034","2952166","-2","-2","OWNR","Owner","2015-07-01","NULL","RIO TINTO ALCAN INTERNATIONAL LIMITED","400-1190 AVE DES CANADIENS-DE-MONTREAL","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3B 0E3","CA","Canada",2015-07-01," 2022-07-26","GR","PCT","ANODE ASSEMBLY","ENSEMBLE ANODIQUE","2022-08-01","CA","C","2020-06-30","IB","FR"," 0","PCT/IB2015/001109","WO2016/001741","2016-01-07","NULL","2016-12-13","2015-07-01","WO","C","CA","CA"
"352035","2952166","-2","APPLICANT","APPL","Applicant","NULL","NULL","RIO TINTO ALCAN INTERNATIONAL LIMITED","400-1190 AVE DES CANADIENS-DE-MONTREAL","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3B 0E3","CA","Canada",2015-07-01," 2022-07-26","GR","PCT","ANODE ASSEMBLY","ENSEMBLE ANODIQUE","2022-08-01","CA","C","2020-06-30","IB","FR"," 0","PCT/IB2015/001109","WO2016/001741","2016-01-07","NULL","2016-12-13","2015-07-01","WO","C","CA","CA"
"352181","2952263","-2","-2","OWNR","Owner","2019-10-17","NULL","ELYSIS LIMITED PARTNERSHIP","2323-1 PLACE VILLE MARIE","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3B 3M5","CA","Canada",2015-06-23," 2022-05-17","GR","PCT","ELECTRODE MATERIAL AND USE THEREOF FOR THE MANUFACTURE OF AN INERT ANODE","MATERIAU D'ELECTRODE ET SON UTILISATION POUR LA FABRICATION D'ANODE INERTE","2022-06-20","CA","C","2020-06-15","IB","FR"," 0","PCT/IB2015/001041","WO2015/198128","2015-12-30","NULL","2016-12-09","2015-06-23","WO","C","CA","CA"
"352182","2952263","-2","APPLICANT","APPL","Applicant","NULL","NULL","RIO TINTO ALCAN INTERNATIONAL LIMITED","400-1190 AVE DES CANADIENS-DE-MONTREAL","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3B 0E3","CA","Canada",2015-06-23," 2022-05-17","GR","PCT","ELECTRODE MATERIAL AND USE THEREOF FOR THE MANUFACTURE OF AN INERT ANODE","MATERIAU D'ELECTRODE ET SON UTILISATION POUR LA FABRICATION D'ANODE INERTE","2022-06-20","CA","C","2020-06-15","IB","FR"," 0","PCT/IB2015/001041","WO2015/198128","2015-12-30","NULL","2016-12-09","2015-06-23","WO","C","CA","CA"
"352184","2952263","-2","-2","OWNR","Owner","2015-06-23","2019-10-17","RIO TINTO ALCAN INTERNATIONAL LIMITED","400-1190 AVE DES CANADIENS-DE-MONTREAL","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3B 0E3","CA","Canada",2015-06-23," 2022-05-17","GR","PCT","ELECTRODE MATERIAL AND USE THEREOF FOR THE MANUFACTURE OF AN INERT ANODE","MATERIAU D'ELECTRODE ET SON UTILISATION POUR LA FABRICATION D'ANODE INERTE","2022-06-20","CA","C","2020-06-15","IB","FR"," 0","PCT/IB2015/001041","WO2015/198128","2015-12-30","NULL","2016-12-09","2015-06-23","WO","C","CA","CA"
"352192","2952268","-2","-2","OWNR","Owner","2014-06-20","NULL","9297-5531 QUEBEC INC.","48, BOULEVARD DE FONTAINEBLEAU","NULL","NULL","NULL","NULL","BLAINVILLE","Q1","Quebec","J7B 1L1","CA","Canada",2014-06-20,"NULL","RP","PCT","REBOUND WALL","PAROI DE REBOND","2022-06-20","CA","A1","2019-06-19","CA","EN"," 0","PCT/CA2014/000513","WO2014/201550","2014-12-24","NULL","2016-12-14","2014-06-20","WO","A1","CA","CA"
"352195","2952268","-2","APPLICANT","APPL","Applicant","NULL","NULL","9297-5531 QUEBEC INC.","48, BOULEVARD DE FONTAINEBLEAU","NULL","NULL","NULL","NULL","BLAINVILLE","Q1","Quebec","J7B 1L1","CA","Canada",2014-06-20,"NULL","RP","PCT","REBOUND WALL","PAROI DE REBOND","2022-06-20","CA","A1","2019-06-19","CA","EN"," 0","PCT/CA2014/000513","WO2014/201550","2014-12-24","NULL","2016-12-14","2014-06-20","WO","A1","CA","CA"
"352762","2952645","-2","APPLICANT","APPL","Applicant","NULL","NULL","MAWASHI PROTECTIVE CLOTHING INC.","820, CHEMIN DU GRAND-BERNIER NORD","NULL","NULL","NULL","NULL","SAINT-JEAN-SUR-RICHELIEU","Q1","Quebec","J2W 0A6","CA","Canada",2015-06-18," 2019-01-22","GR","PCT","EXOSKELETON AND METHOD OF USING THE SAME","EXOSQUELETTE ET SON PROCEDE D'UTILISATION","2022-01-17","CA","C","2016-12-16","CA","EN"," 0","PCT/CA2015/050559","WO2015/192240","2015-12-23","NULL","2016-12-16","2015-06-18","WO","C","CA","CA"
"352764","2952645","-2","-2","OWNR","Owner","2015-06-18","NULL","MAWASHI PROTECTIVE CLOTHING INC.","820, CHEMIN DU GRAND-BERNIER NORD","NULL","NULL","NULL","NULL","SAINT-JEAN-SUR-RICHELIEU","Q1","Quebec","J2W 0A6","CA","Canada",2015-06-18," 2019-01-22","GR","PCT","EXOSKELETON AND METHOD OF USING THE SAME","EXOSQUELETTE ET SON PROCEDE D'UTILISATION","2022-01-17","CA","C","2016-12-16","CA","EN"," 0","PCT/CA2015/050559","WO2015/192240","2015-12-23","NULL","2016-12-16","2015-06-18","WO","C","CA","CA"
"352875","2952711","-2","-2","OWNR","Owner","2016-12-22","NULL","BOMBARDIER RECREATIONAL PRODUCTS INC.","726 SAINT-JOSEPH ST","NULL","NULL","NULL","NULL","VALCOURT","Q1","Quebec","J0E 2L0","CA","Canada",2016-12-22,"NULL","AL","NON-PCT","STACKABLE CONTAINER ASSEMBLY","ASSEMBLAGE DE CONTENANTS EMPILABLES","2022-06-20","CA","A1","2021-10-22","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"352880","2952711","-2","APPLICANT","APPL","Applicant","NULL","NULL","BOMBARDIER RECREATIONAL PRODUCTS INC.","726 SAINT-JOSEPH ST","NULL","NULL","NULL","NULL","VALCOURT","Q1","Quebec","J0E 2L0","CA","Canada",2016-12-22,"NULL","AL","NON-PCT","STACKABLE CONTAINER ASSEMBLY","ASSEMBLAGE DE CONTENANTS EMPILABLES","2022-06-20","CA","A1","2021-10-22","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"352962","2952775","-2","APPLICANT","APPL","Applicant","NULL","NULL","RAYSECUR INC.","2740 RUE EINSTEIN","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1P 4S4","CA","Canada",2016-12-22," 2020-04-14","GR","NON-PCT","MAIL SCREENING APPARATUS","APPAREIL D'EXAMEN DU COURRIER","2022-01-17","CA","C","2018-12-03","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"352964","2952775","-2","-2","OWNR","Owner","2016-12-22","NULL","RAYSECUR INC.","2740 RUE EINSTEIN","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1P 4S4","CA","Canada",2016-12-22," 2020-04-14","GR","NON-PCT","MAIL SCREENING APPARATUS","APPAREIL D'EXAMEN DU COURRIER","2022-01-17","CA","C","2018-12-03","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"352976","2952786","-2","-2","OWNR","Owner","2017-07-10","NULL","BAUER HOCKEY LTD.","60 RUE JEAN-PAUL-CAYER","NULL","NULL","NULL","NULL","BLAINVILLE","Q1","Quebec","J7C 0N9","CA","Canada",2016-12-22,"NULL","CO","NON-PCT","ICE SKATE BLADE","LAME DE PATIN A GLACE","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"352977","2952786","-2","APPLICANT","APPL","Applicant","NULL","NULL","BAUER HOCKEY CORP.","60 RUE JEAN-PAUL CAYER","NULL","NULL","NULL","NULL","BLAINVILLE","Q1","Quebec","J7C 0N9","CA","Canada",2016-12-22,"NULL","CO","NON-PCT","ICE SKATE BLADE","LAME DE PATIN A GLACE","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"352979","2952786","-2","-2","OWNR","Owner","2016-12-22","2017-07-06","BAUER HOCKEY CORP.","60 RUE JEAN-PAUL CAYER","NULL","NULL","NULL","NULL","BLAINVILLE","Q1","Quebec","J7C 0N9","CA","Canada",2016-12-22,"NULL","CO","NON-PCT","ICE SKATE BLADE","LAME DE PATIN A GLACE","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353084","2952869","-2","-2","OWNR","Owner","2015-06-19","NULL","EERS GLOBAL TECHNOLOGIES INC.","8375, MAYRAND STREET","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2R 2B6","CA","Canada",2015-06-19,"NULL","PG","PCT","METHOD AND DEVICE FOR CONTINUOUS IN-EAR HEARING HEALTH MONITORING ON A HUMAN BEING","PROCEDE ET DISPOSITIF INTRA-AURICULAIRE DE SUIVI EN CONTINU DE LA SANTE AUDITIVE D'UN ETRE HUMAIN","2022-08-22","CA","A1","2020-06-16","CA","EN"," 0","PCT/CA2015/000401","WO2015/192218","2015-12-23","NULL","2016-12-19","2015-06-19","WO","A1","CA","CA"
"353086","2952869","-2","APPLICANT","APPL","Applicant","NULL","NULL","EERS GLOBAL TECHNOLOGIES INC.","8375, MAYRAND STREET","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2R 2B6","CA","Canada",2015-06-19,"NULL","PG","PCT","METHOD AND DEVICE FOR CONTINUOUS IN-EAR HEARING HEALTH MONITORING ON A HUMAN BEING","PROCEDE ET DISPOSITIF INTRA-AURICULAIRE DE SUIVI EN CONTINU DE LA SANTE AUDITIVE D'UN ETRE HUMAIN","2022-08-22","CA","A1","2020-06-16","CA","EN"," 0","PCT/CA2015/000401","WO2015/192218","2015-12-23","NULL","2016-12-19","2015-06-19","WO","A1","CA","CA"
"353108","2952874","-2","-2","OWNR","Owner","2016-12-22","NULL","ROYAL BANK OF CANADA","1 Place Ville-Marie","6th Floor","North Wing","NULL","NULL","MONTREAL","Q1","Quebec","H3C 3E9","CA","Canada",2016-12-22,"NULL","ER","NON-PCT","SYSTEM AND METHOD FOR DYNAMIC MONITORING OF CREDIT PARAMETERS","SYSTEME ET METHODE DE SURVEILLANCE DYNAMIQUE DE PARAMETRES DE CREDIT","2022-08-01","CA","A1","2021-12-22","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353110","2952874","-2","APPLICANT","APPL","Applicant","NULL","NULL","ROYAL BANK OF CANADA","1 Place Ville-Marie","6th Floor","North Wing","NULL","NULL","MONTREAL","Q1","Quebec","H3C 3E9","CA","Canada",2016-12-22,"NULL","ER","NON-PCT","SYSTEM AND METHOD FOR DYNAMIC MONITORING OF CREDIT PARAMETERS","SYSTEME ET METHODE DE SURVEILLANCE DYNAMIQUE DE PARAMETRES DE CREDIT","2022-08-01","CA","A1","2021-12-22","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353230","2952954","-2","-2","OWNR","Owner","2015-06-23","NULL","KLOX TECHNOLOGIES INC.","275, boul Armand Frappier","NULL","NULL","NULL","NULL","LAVAL","Q1","Quebec","H7V 4A7","CA","Canada",2015-06-23,"NULL","DE","PCT","BIOPHOTONIC COMPOSITIONS COMPRISING HALOGEN AND USES THEREOF","COMPOSITIONS BIOPHOTONIQUES COMPRENANT DE L'HALOGENE ET UTILISATIONS DE CELLES-CI","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2015/000407","WO2015/196272","2015-12-30","NULL","2016-12-19","2015-06-23","WO","A1","CA","CA"
"353232","2952954","-2","APPLICANT","APPL","Applicant","NULL","NULL","KLOX TECHNOLOGIES INC.","275, boul Armand Frappier","NULL","NULL","NULL","NULL","LAVAL","Q1","Quebec","H7V 4A7","CA","Canada",2015-06-23,"NULL","DE","PCT","BIOPHOTONIC COMPOSITIONS COMPRISING HALOGEN AND USES THEREOF","COMPOSITIONS BIOPHOTONIQUES COMPRENANT DE L'HALOGENE ET UTILISATIONS DE CELLES-CI","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2015/000407","WO2015/196272","2015-12-30","NULL","2016-12-19","2015-06-23","WO","A1","CA","CA"
"353489","2953156","-2","APPLICANT","APPL","Applicant","NULL","NULL","INSTITUT NATIONAL D'OPTIQUE","2740 rue Einstein","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1P 4S4","CA","Canada",2016-12-23," 2020-05-12","GR","NON-PCT","OPTICAL BEAM CONDITIONING DEVICE WITH COHERENCE-BREAKING AND BEAM TRANSFORMING MODULES","DISPOSITIF DE CONDITIONNEMENT DE FAISCEAU OPTIQUE DOTE DE MODULES DE BRIS DE COHERENCE ET DE TRANSFORMATION DE FAISCEAU","2022-01-17","CA","C","2018-07-04","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"353492","2953156","-2","-2","OWNR","Owner","2016-12-23","NULL","INSTITUT NATIONAL D'OPTIQUE","2740 rue Einstein","NULL","NULL","NULL","NULL","QUEBEC","Q1","Quebec","G1P 4S4","CA","Canada",2016-12-23," 2020-05-12","GR","NON-PCT","OPTICAL BEAM CONDITIONING DEVICE WITH COHERENCE-BREAKING AND BEAM TRANSFORMING MODULES","DISPOSITIF DE CONDITIONNEMENT DE FAISCEAU OPTIQUE DOTE DE MODULES DE BRIS DE COHERENCE ET DE TRANSFORMATION DE FAISCEAU","2022-01-17","CA","C","2018-07-04","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","C","CA","CA"
"353503","2953159","-2","APPLICANT","APPL","Applicant","NULL","NULL","NEOMED INSTITUTE","7171, rue Frederick-Banting","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4S 1Z9","CA","Canada",2016-12-23,"NULL","DE","NON-PCT","MATRIPTASE INHIBITORS AND USES THEREOF","INHIBITEURS DE MATRIPTASE ET UTILISATIONS ASSOCIEES","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353507","2953159","-2","-2","OWNR","Owner","2016-12-23","NULL","NEOMED INSTITUTE","7171, rue Frederick-Banting","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4S 1Z9","CA","Canada",2016-12-23,"NULL","DE","NON-PCT","MATRIPTASE INHIBITORS AND USES THEREOF","INHIBITEURS DE MATRIPTASE ET UTILISATIONS ASSOCIEES","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353532","2953166","-2","-2","OWNR","Owner","2016-12-23","NULL","NEOMED INSTITUTE","7171, rue Frederick-Banting","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4S 1Z9","CA","Canada",2016-12-23,"NULL","DE","NON-PCT","MATRIPTASE INHIBITORS AND USES THEREOF","INHIBITEURS DE MATRIPTASE ET UTILISATIONS ASSOCIEES","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
